Account,Opportunity_ID,Sales_Agent,Deal_Stage,Product,Created_Date,Close_Date,Close_Value
,4H2QMS78,Vicki Laflamme,In Progress,GTX Basic,12/21/16,,
Sunnamplex,S91N9YBL,Vicki Laflamme,Lost,GTX Basic,12/21/16,3/8/17,0
Bioholding,44H0FJMH,Anna Snelling,Lost,GTX Plus Pro,12/22/16,3/27/17,0
Dontechi,N5AZLQZR,Gladys Colclough,Won,GTX Plus Pro,12/22/16,3/14/17,5533
Finjob,4T295XQL,Kami Bicknell,Won,MG Advanced,12/22/16,3/1/17,3295
Finjob,YFS5KLJJ,Rosalina Dieter,Won,MG Special,12/22/16,3/31/17,45
Bioplex,S8GLKDB9,Violet Mclelland,Won,MG Special,12/22/16,3/4/17,56
Opentech,SQLYCFGV,Zane Levy,In Progress,GTXPro,12/22/16,,
,EUG019AS,Corliss Cosme,In Progress,GTX Basic,12/23/16,,
Finhigh,IE7VQ5BA,Daniell Hammack,In Progress,GTX Plus Basic,12/23/16,,
Funholding,01QKN578,Darcel Schlecht,Won,GTXPro,12/23/16,3/20/17,4247
Isdom,M0JKP0HT,Gladys Colclough,Won,MG Advanced,12/23/16,3/13/17,3440
Plexzap,ZC3KKSUK,James Ascencio,Won,GTXPro,12/23/16,3/2/17,5040
Cancity,3X8VLQ5G,Jonathan Berthelot,Won,GTX Basic,12/23/16,3/12/17,469
Isdom,EZLXL6GL,Moses Frase,Won,MG Special,12/23/16,3/7/17,58
Isdom,R8PEL8V8,Cecily Lampkin,Won,MG Advanced,12/24/16,3/16/17,2955
Condax,L1R32S8H,Corliss Cosme,Won,GTX Plus Pro,12/24/16,3/26/17,5228
Toughzap,J7N8J8NM,Darcel Schlecht,Won,MG Advanced,12/24/16,3/14/17,3358
Green-Plus,TO7PGVP1,Elease Gluck,Lost,GTX Plus Pro,12/24/16,3/29/17,0
Codehow,A051G1B4,Jonathan Berthelot,Won,GTX Basic,12/24/16,3/31/17,517
Dontechi,NMDMM5YJ,Moses Frase,Won,GTX Basic,12/24/16,3/3/17,615
Domzoom,LWPJEV3U,Niesha Huffines,Lost,GTX Basic,12/24/16,3/10/17,0
Condax,I93ZFHEM,Versie Hillebrand,Won,MG Special,12/24/16,3/8/17,62
Isdom,B2VJCVBB,Darcel Schlecht,Won,GTX Plus Pro,12/25/16,3/13/17,4711
Kinnamplus,F90O03ZH,Donn Cantrell,Lost,GTXPro,12/25/16,3/23/17,0
Yearin,PC78RLUX,Garret Kinder,Won,GTX Basic,12/25/16,3/30/17,510
Warephase,X6GL64T5,Gladys Colclough,Won,GTXPro,12/25/16,3/25/17,4891
Green-Plus,OWM3BPGW,Hayden Neloms,Won,GTX Plus Basic,12/25/16,3/17/17,926
Betatech,RP5PS9A5,Lajuana Vencill,Won,MG Special,12/25/16,3/10/17,56
Treequote,AI76U58A,Maureen Marcano,In Progress,GTX Basic,12/25/16,,
,KFPM2LJW,Rosalina Dieter,In Progress,GTX Basic,12/25/16,,
Ontomedia,F2PW7WP2,Violet Mclelland,Won,MG Special,12/25/16,3/5/17,47
Rangreen,GK8YD2XW,Darcel Schlecht,Lost,GTX Basic,12/26/16,3/23/17,0
Nam-zim,U4LRR9E9,James Ascencio,Won,GTX Plus Pro,12/26/16,3/10/17,6490
Gogozoom,B00UMAV4,Kami Bicknell,In Progress,MG Advanced,12/26/16,,
,C8TV7R8A,Kary Hendrixson,In Progress,GTXPro,12/26/16,,
Treequote,9N55D1AH,Niesha Huffines,Won,MG Advanced,12/26/16,3/2/17,3841
,2VCDVCIZ,Kary Hendrixson,In Progress,GTX Basic,12/27/16,,
Faxquote,WI4PODA2,Kary Hendrixson,Won,GTX Plus Pro,12/27/16,3/15/17,5256
Kan-code,VF1V41RI,Markita Hansen,Lost,MG Special,12/27/16,3/28/17,0
Sonron,1B4L7TNG,Markita Hansen,Lost,MG Advanced,12/27/16,3/25/17,0
Conecom,MZAN11FT,Anna Snelling,Won,GTX Basic,12/28/16,3/1/17,625
,0U3WVJO0,Corliss Cosme,In Progress,GTXPro,12/28/16,,
Warephase,0IO00FNS,Darcel Schlecht,Lost,GTXPro,12/28/16,3/16/17,0
Conecom,8S6TNXYB,Darcel Schlecht,Won,GTXPro,12/28/16,3/22/17,3952
,PMMW9JX3,Kary Hendrixson,In Progress,GTX Basic,12/28/16,,
Konex,MOLGOSGE,Kary Hendrixson,Won,GTX Plus Pro,12/28/16,3/13/17,5515
Vehement Capital Partners,FA1VHZSV,Reed Clapper,Won,MG Special,12/28/16,3/16/17,57
Konmatfix,PXQEX039,Versie Hillebrand,Won,MG Special,12/28/16,3/28/17,51
Fasehatice,RX56S6G3,Vicki Laflamme,Won,MG Advanced,12/28/16,3/13/17,3803
Rundofase,G4F8W039,Anna Snelling,Won,GTX Plus Pro,12/29/16,3/27/17,5459
Stanredtax,4T31MWVO,Anna Snelling,Won,MG Advanced,12/29/16,3/23/17,4148
,2HT2R2GY,Cassey Cress,In Progress,GTX Plus Pro,12/29/16,,
Ganjaflex,83XN082U,Corliss Cosme,Won,GTX Plus Pro,12/29/16,3/23/17,5002
Gekko & Co,J21W3WIW,Corliss Cosme,Won,MG Advanced,12/29/16,3/3/17,3351
Domzoom,52UPJFYI,Gladys Colclough,Won,GTX Basic,12/29/16,3/19/17,571
Goodsilron,QOL51JIB,James Ascencio,Won,GTX Basic,12/29/16,3/10/17,601
,13GM5I6M,Kami Bicknell,In Progress,GTXPro,12/29/16,,
Zoomit,93AGN8A6,Markita Hansen,Won,GTX Basic,12/29/16,3/13/17,576
Funholding,J7UNJFJL,Marty Freudenburg,Won,MG Special,12/29/16,3/3/17,52
Fasehatice,A4H5ESTU,Maureen Marcano,Won,GTX Plus Basic,12/29/16,3/13/17,1185
Gekko & Co,8EZ04VQB,Reed Clapper,Lost,GTX Plus Basic,12/29/16,3/28/17,0
Plexzap,4501T63I,Rosalina Dieter,Won,MG Special,12/29/16,3/14/17,56
,9IA34L8S,Vicki Laflamme,In Progress,GTX Basic,12/29/16,,
Opentech,FPNGEJRC,Violet Mclelland,Won,MG Special,12/29/16,3/29/17,54
Xx-holding,S33WRL0Y,Zane Levy,Won,GTXPro,12/29/16,3/13/17,4818
Codehow,Q7IRUJK7,Anna Snelling,Won,GTX Plus Pro,1/1/17,3/1/17,5087
Opentech,DTZPYISJ,Daniell Hammack,Won,GTX Plus Basic,1/1/17,3/19/17,1116
Gogozoom,Y9HWSG8Z,Darcel Schlecht,Won,GTX Basic,1/1/17,3/20/17,510
,5T8Q2YID,Elease Gluck,In Progress,MG Special,1/1/17,,
Streethex,JOQCXC9Z,Jonathan Berthelot,Won,GTX Basic,1/1/17,3/16/17,565
Finjob,AP7PCLAZ,Kami Bicknell,Won,GTX Basic,1/1/17,3/26/17,633
Xx-zobam,BIE471SO,Reed Clapper,Won,MG Advanced,1/1/17,3/29/17,3962
Y-corporation,UA8AWDG4,Vicki Laflamme,Won,MG Advanced,1/1/17,3/22/17,3672
Green-Plus,BTT6YAVZ,Zane Levy,In Progress,GTX Plus Basic,1/1/17,,
Goodsilron,FZDRB789,Zane Levy,Won,GTXPro,1/1/17,3/18/17,4586
Hottechi,PC1NUL8Q,Anna Snelling,Won,MG Special,1/2/17,3/2/17,60
dambase,O7UUAK3Y,Corliss Cosme,In Progress,GTX Plus Basic,1/2/17,,
,TLOHEQ18,Corliss Cosme,In Progress,GTX Plus Basic,1/2/17,,
Dontechi,F1X5ZJ7V,Jonathan Berthelot,Won,GTX Basic,1/2/17,5/4/17,572
Goodsilron,IF7MJ88P,Kary Hendrixson,Won,GTX Basic,1/2/17,3/1/17,550
Sonron,06B7XWPC,Kary Hendrixson,Won,GTXPro,1/2/17,3/17/17,4125
Zumgoity,12MQ3WM8,Marty Freudenburg,Won,MG Advanced,1/2/17,3/10/17,3647
Dontechi,91M6FY8S,Moses Frase,Won,GTX Basic,1/2/17,3/21/17,573
Zencorporation,0LNZRNEU,Violet Mclelland,Won,GTX Basic,1/2/17,3/29/17,542
Donware,NKOKUS7D,Cassey Cress,Won,MG Advanced,1/3/17,3/12/17,3479
Ganjaflex,NF6GCTMV,Daniell Hammack,Lost,MG Advanced,1/3/17,3/22/17,0
Stanredtax,I4UCA7CU,Darcel Schlecht,Won,GTX Plus Basic,1/3/17,3/21/17,1012
,EWDOBEM6,Hayden Neloms,In Progress,MG Special,1/3/17,,
Doncon,1LI7ETNZ,James Ascencio,Won,GTX Plus Basic,1/3/17,3/6/17,990
Sunnamplex,N36DEZBR,James Ascencio,Won,GTXPro,1/3/17,3/18/17,4374
Finjob,77ZECYVJ,Kary Hendrixson,Lost,GTX Basic,1/3/17,3/17/17,0
Xx-holding,IRB461Y7,Kary Hendrixson,Won,GTX Plus Basic,1/3/17,3/30/17,1054
Scotfind,NM2Q3CGW,Vicki Laflamme,Won,MG Special,1/3/17,3/15/17,55
Ganjaflex,OEEUEIPJ,Violet Mclelland,Lost,MG Special,1/3/17,3/5/17,0
Iselectrics,5E14LG51,Boris Faz,Won,GTX Plus Basic,1/4/17,3/25/17,1073
Genco Pura Olive Oil Company,TIAGZQ54,Cecily Lampkin,Lost,MG Advanced,1/4/17,3/20/17,0
,QM6VR1H5,Daniell Hammack,In Progress,GTX Plus Pro,1/4/17,,
,QR2BDRAI,James Ascencio,In Progress,MG Advanced,1/4/17,,
,Z75ND4JF,Kary Hendrixson,In Progress,GTX Basic,1/4/17,,
Faxquote,CRX91A45,Kary Hendrixson,Won,GTX Basic,1/4/17,3/16/17,586
Treequote,ZOQ8RC86,Marty Freudenburg,Won,GTXPro,1/4/17,5/5/17,4667
Hottechi,SV4SOO2K,Vicki Laflamme,Won,GTX Plus Basic,1/4/17,3/28/17,880
Plexzap,ITHR5WLF,Vicki Laflamme,Won,MG Advanced,1/4/17,3/12/17,3676
,CGWJ1WHI,Wilburn Farren,In Progress,MG Special,1/4/17,,
Funholding,279625VN,Anna Snelling,Lost,MG Advanced,1/5/17,3/25/17,0
,M16D8PYH,Daniell Hammack,In Progress,GTX Plus Pro,1/5/17,,
Treequote,RK52YU8S,Darcel Schlecht,Lost,GTXPro,1/5/17,3/9/17,0
Opentech,E8EY51IC,Garret Kinder,Lost,GTX Plus Basic,1/5/17,3/26/17,0
Treequote,HG07LMHI,Jonathan Berthelot,Won,GTXPro,1/5/17,3/19/17,4716
,VPXW8RJS,Kami Bicknell,In Progress,MG Advanced,1/5/17,,
Blackzim,85XNDIK1,Kary Hendrixson,Lost,GTX Basic,1/5/17,3/30/17,0
Goodsilron,2U54WYQ1,Vicki Laflamme,Won,GTXPro,1/5/17,3/23/17,4211
Funholding,VCA1WAB0,Anna Snelling,Lost,MG Advanced,1/6/17,3/21/17,0
,T7T1YIM7,Boris Faz,In Progress,GTX Plus Pro,1/6/17,,
Codehow,MXNVX2AM,Darcel Schlecht,Lost,GTXPro,1/6/17,3/18/17,0
Toughzap,1G866GH4,Darcel Schlecht,Won,MG Special,1/6/17,3/17/17,56
Rundofase,WDG0B1IR,Gladys Colclough,Lost,MG Special,1/6/17,3/23/17,0
Funholding,Q5CABPMO,Gladys Colclough,Won,MG Special,1/6/17,3/23/17,44
Konex,HHBA93J5,Kary Hendrixson,Won,GTX Basic,1/6/17,3/27/17,532
Treequote,R0W6A9BG,Lajuana Vencill,Lost,GTX Basic,1/6/17,5/10/17,0
Zumgoity,P5EGQ0HI,Lajuana Vencill,Lost,GTX Basic,1/6/17,3/20/17,0
Kinnamplus,L1EJIE5L,Reed Clapper,Lost,GTXPro,1/6/17,3/17/17,0
Domzoom,S3XI6YB3,Versie Hillebrand,Lost,GTX Basic,1/6/17,3/24/17,0
Isdom,BBC3JB3H,Anna Snelling,Won,GTX Basic,1/7/17,3/8/17,622
,4JHY98UG,Cassey Cress,In Progress,GTX Basic,1/7/17,,
Cancity,7XVLKX8G,Cecily Lampkin,Lost,GTX Plus Pro,1/7/17,3/5/17,0
,G39V1X3G,Corliss Cosme,In Progress,MG Special,1/7/17,,
Xx-zobam,OX4P78HP,Corliss Cosme,Won,GTX Plus Basic,1/7/17,3/16/17,1257
Lexiqvolax,72LNJRY9,Maureen Marcano,Won,GTX Plus Basic,1/7/17,3/25/17,1135
Hottechi,8C2WG2FB,Zane Levy,Lost,MG Advanced,1/7/17,3/28/17,0
Newex,L0345WKB,Zane Levy,Won,GTXPro,1/7/17,3/14/17,4313
dambase,S24L8LVR,Anna Snelling,Won,GTX Plus Pro,1/8/17,3/18/17,5210
Ron-tech,JXWXEJXE,Lajuana Vencill,Won,MG Special,1/8/17,3/27/17,47
Konex,W2JCRPLX,Markita Hansen,Won,MG Advanced,1/8/17,3/22/17,3220
Initech,EQCD7G7Q,Rosalina Dieter,In Progress,GTX Basic,1/8/17,,
Donware,1M2I2NXQ,Rosie Papadopoulos,Won,MG Special,1/8/17,3/26/17,47
Rundofase,XYNTWPN1,Violet Mclelland,In Progress,MG Special,1/8/17,,
Yearin,54EGR0AD,Violet Mclelland,Won,MG Special,1/8/17,3/25/17,63
Betatech,VT5Y73GX,Anna Snelling,Won,MG Special,1/9/17,3/15/17,56
Rundofase,8O9V7UOZ,Anna Snelling,Won,MG Special,1/9/17,3/1/17,65
Donquadtech,GIIC5H9X,Boris Faz,Won,GTX Plus Pro,1/9/17,3/19/17,5743
Mathtouch,9WMU7YHD,Cassey Cress,Won,MG Special,1/9/17,3/3/17,53
Betasoloin,8BQMFR86,Corliss Cosme,Won,GTX Plus Pro,1/9/17,3/30/17,4974
Ontomedia,DDCC6ZPK,Donn Cantrell,Won,MG Advanced,1/9/17,3/25/17,3892
Betasoloin,YMGWLEHY,Garret Kinder,Won,GTXPro,1/9/17,3/21/17,3822
Inity,FKS9MVF6,Jonathan Berthelot,Won,GTX Basic,1/9/17,3/2/17,504
,6Q67ZUJ1,Maureen Marcano,In Progress,MG Special,1/9/17,,
Xx-holding,HF8ABDF6,Rosalina Dieter,Won,MG Advanced,1/9/17,3/29/17,3145
,Y6UBZM6P,Vicki Laflamme,In Progress,GTX Plus Pro,1/9/17,,
Finjob,SIRC44NM,Vicki Laflamme,Won,GTX Basic,1/9/17,3/27/17,564
Fasehatice,7S6SHJJG,Zane Levy,Won,GTX Plus Basic,1/9/17,3/14/17,1117
Inity,ZE84UHHB,Anna Snelling,Won,MG Special,1/10/17,3/26/17,59
Finhigh,2R3ZA84D,Darcel Schlecht,Won,MG Special,1/10/17,3/28/17,52
Kan-code,LTTYTAXA,Donn Cantrell,Won,GTXPro,1/10/17,3/24/17,4694
,RIW4VWBW,Hayden Neloms,In Progress,GTX Plus Pro,1/10/17,,
Plusstrip,ZWFPD71J,Kami Bicknell,Won,GTXPro,1/10/17,3/6/17,5620
Singletechno,T5C527Z9,Kary Hendrixson,Won,GTX Plus Basic,1/10/17,3/8/17,1095
Conecom,XC4LTIEO,Lajuana Vencill,Lost,GTX Basic,1/10/17,5/2/17,0
Ron-tech,AEBF9M5T,Lajuana Vencill,Won,GTX Basic,1/10/17,3/30/17,489
,DWUD4S0P,Markita Hansen,In Progress,GTX Basic,1/10/17,,
Bioholding,MCE5DKD1,Markita Hansen,In Progress,MG Special,1/10/17,,
Golddex,EV46ES18,Markita Hansen,Won,GTX Plus Pro,1/10/17,3/16/17,5908
Xx-holding,ID3IJHUS,Markita Hansen,Won,MG Advanced,1/10/17,3/11/17,3820
Hottechi,YBJ72HKE,Maureen Marcano,Lost,GTX Plus Basic,1/10/17,3/12/17,0
,RW39Y63V,Vicki Laflamme,In Progress,GTXPro,1/10/17,,
Rantouch,5DEO8EDS,Vicki Laflamme,Won,GTX Basic,1/10/17,3/20/17,581
,8LW65NDL,Violet Mclelland,In Progress,GTX Plus Pro,1/10/17,,
Nam-zim,CJ2ON1LV,Corliss Cosme,In Progress,GTXPro,1/11/17,,
,4I8X7EMW,Corliss Cosme,In Progress,GTXPro,1/11/17,,
Funholding,WPXAMXD2,Darcel Schlecht,Lost,GTX Plus Pro,1/11/17,3/10/17,0
Gogozoom,A4BBDK82,Jonathan Berthelot,Won,GTX Basic,1/11/17,3/28/17,585
Plusstrip,LMOAYCUK,Kami Bicknell,In Progress,GTX Plus Basic,1/11/17,,
Nam-zim,4XCJP60W,Kami Bicknell,Won,GTX Basic,1/11/17,5/6/17,572
Zumgoity,CDKX2A19,Lajuana Vencill,Won,MG Advanced,1/11/17,3/12/17,3669
Golddex,344I60EI,Markita Hansen,Won,GTX Plus Basic,1/11/17,3/16/17,1091
Rangreen,YI30GSB5,Marty Freudenburg,Lost,GTX Plus Basic,1/11/17,3/31/17,0
Donquadtech,0IYQX303,Reed Clapper,Won,GTXPro,1/11/17,3/17/17,4905
Vehement Capital Partners,6IMUQYMN,Corliss Cosme,Won,GTX Basic,1/12/17,3/10/17,540
Zumgoity,N9GAZ6B6,Gladys Colclough,Won,MG Special,1/12/17,3/20/17,49
Globex Corporation,8O3IYWSM,Jonathan Berthelot,Won,GTX Basic,1/12/17,5/17/17,513
Gogozoom,R3OR0J5C,Lajuana Vencill,Won,MG Special,1/12/17,3/30/17,54
,VCSHYIU8,Maureen Marcano,In Progress,GTX Plus Basic,1/12/17,,
Funholding,0I6U3MQ6,Violet Mclelland,In Progress,GTX Basic,1/12/17,,
Yearin,RXV4UXRE,Violet Mclelland,Won,MG Special,1/12/17,3/23/17,56
Konmatfix,5AKGNKX1,Anna Snelling,Won,MG Special,1/13/17,3/16/17,58
Treequote,KNLMLTJH,Anna Snelling,Won,MG Special,1/13/17,3/27/17,58
Vehement Capital Partners,WRUG19FZ,Hayden Neloms,In Progress,MG Advanced,1/13/17,,
Iselectrics,UQQE9ILV,James Ascencio,In Progress,GTXPro,1/13/17,,
Nam-zim,G9GH5KV5,Kami Bicknell,Won,GTXPro,1/13/17,3/21/17,4453
Plusstrip,H06UZJH8,Kary Hendrixson,Lost,MG Special,1/13/17,5/8/17,0
Nam-zim,K1RXVUG9,Kary Hendrixson,Won,GTX Basic,1/13/17,3/14/17,619
Xx-holding,1QT3STIA,Maureen Marcano,Won,GTX Plus Pro,1/13/17,5/14/17,5163
Green-Plus,070M5M6X,Maureen Marcano,Won,GTXPro,1/13/17,3/25/17,4071
Donquadtech,DFTR2O9K,Reed Clapper,Won,MG Special,1/13/17,5/8/17,56
,W8CXDBQN,Vicki Laflamme,In Progress,MG Special,1/13/17,,
Sumace,S9MECO24,Violet Mclelland,Lost,MG Advanced,1/13/17,3/31/17,0
Zotware,EJSFO67U,Donn Cantrell,Won,GTXPro,1/14/17,3/29/17,4375
Codehow,VKT0UN11,James Ascencio,In Progress,MG Advanced,1/14/17,,
Golddex,SKTD4GGU,Kami Bicknell,Won,GTX Basic,1/14/17,3/28/17,610
Scottech,JIACLB24,Vicki Laflamme,In Progress,GTX Basic,1/14/17,,
Hatfan,SNAPG5KC,Vicki Laflamme,Lost,MG Advanced,1/14/17,5/5/17,0
Xx-holding,561707V4,Vicki Laflamme,Won,GTXPro,1/14/17,3/17/17,4554
Konex,J28ZRO9G,Wilburn Farren,Won,MG Advanced,1/14/17,5/18/17,2880
Zoomit,5VYJCJAE,Corliss Cosme,In Progress,GTX Plus Pro,1/15/17,,
Inity,BTUG5VDL,Corliss Cosme,In Progress,GTXPro,1/15/17,,
Initech,KZ8Q0AFX,Corliss Cosme,Lost,GTX Plus Basic,1/15/17,5/2/17,0
Mathtouch,CT3HBBI2,Elease Gluck,In Progress,MG Special,1/15/17,,
Scotfind,AOOFHH6F,Markita Hansen,Won,MG Special,1/15/17,5/18/17,60
Condax,5U9Y1P87,Maureen Marcano,Won,GTX Basic,1/15/17,3/21/17,688
Goodsilron,J0Y91LUA,Maureen Marcano,Won,GTX Plus Pro,1/15/17,3/22/17,6142
Green-Plus,YBRZQFEO,Maureen Marcano,Won,GTXPro,1/15/17,3/31/17,4939
Warephase,PHR8KB1Y,Niesha Huffines,Won,GTX Plus Pro,1/15/17,5/15/17,6270
,GR2X90DZ,Vicki Laflamme,In Progress,GTX Basic,1/15/17,,
Acme Corporation,TBZMXKH4,Wilburn Farren,Won,MG Advanced,1/15/17,3/29/17,3833
Bubba Gump,WNXZ1FGS,Daniell Hammack,Lost,GTX Plus Basic,1/16/17,3/28/17,0
Acme Corporation,S3W6Q07M,Kami Bicknell,In Progress,GTX Plus Pro,1/16/17,,
,K64TY8LU,Maureen Marcano,In Progress,MG Special,1/16/17,,
Hottechi,6389JY2H,Moses Frase,Won,MG Special,1/16/17,6/2/17,57
Cancity,SZ81H1PM,Versie Hillebrand,Won,MG Special,1/16/17,3/17/17,47
Donware,M842E8JB,Violet Mclelland,Lost,MG Special,1/16/17,3/13/17,0
Plussunin,JRJ7DBW5,Daniell Hammack,Lost,MG Advanced,1/17/17,3/19/17,0
Inity,N9C0OCYY,Gladys Colclough,Won,MG Special,1/17/17,5/4/17,57
Warephase,0OESOJNN,James Ascencio,In Progress,GTX Plus Basic,1/17/17,,
Genco Pura Olive Oil Company,R7XZAIWS,Jonathan Berthelot,Won,MG Advanced,1/17/17,3/14/17,3257
Sunnamplex,FFO5WOHT,Kami Bicknell,Won,GTX Basic,1/17/17,5/8/17,511
Y-corporation,XHHJ48MJ,Kami Bicknell,Won,GTX Basic,1/17/17,3/14/17,607
Cheers,YAR5GGA4,Markita Hansen,Won,GTX Plus Pro,1/17/17,3/29/17,5120
Hottechi,NOVPMLOV,Niesha Huffines,Won,GTX Plus Basic,1/17/17,3/23/17,1343
Rundofase,UPHN2I1Q,Niesha Huffines,Won,MG Special,1/17/17,5/14/17,55
Faxquote,NN9R2Y4W,Vicki Laflamme,Won,MG Special,1/17/17,3/30/17,49
The New York Inquirer,977FJ9QQ,Boris Faz,Lost,GTX Basic,1/18/17,3/29/17,0
,DZ57QIQN,Daniell Hammack,In Progress,GTX Plus Pro,1/18/17,,
Zotware,A6Y1V5Z0,Garret Kinder,Won,GTXPro,1/18/17,6/4/17,4426
Groovestreet,NU8LWEWU,James Ascencio,Won,GTX Plus Pro,1/18/17,5/3/17,5264
Conecom,PFHS80CR,Jonathan Berthelot,Lost,GTXPro,1/18/17,5/20/17,0
,OZ5S8NCK,Kary Hendrixson,In Progress,GTXPro,1/18/17,,
Dontechi,904203D6,Moses Frase,Won,MG Special,1/18/17,3/29/17,59
Opentech,Z0TSV030,Garret Kinder,Won,GTX Basic,1/19/17,3/30/17,617
Codehow,8C4QM1X6,Gladys Colclough,Won,GTX Basic,1/19/17,6/4/17,565
Sonron,NOPI41RP,James Ascencio,Won,GTX Basic,1/19/17,3/1/17,511
Rantouch,2536CW3V,Kami Bicknell,Lost,GTX Plus Basic,1/19/17,5/8/17,0
Faxquote,AC5YXLIR,Kary Hendrixson,Won,MG Special,1/19/17,3/30/17,60
Plexzap,HSGJKH6U,Kary Hendrixson,Won,MG Advanced,1/19/17,3/29/17,3407
Xx-holding,4TZF9N1D,Kary Hendrixson,Won,MG Advanced,1/19/17,3/28/17,3273
Y-corporation,HNKZ2IC6,Markita Hansen,Lost,GTX Plus Basic,1/19/17,3/26/17,0
Sunnamplex,BB6TCH8B,Markita Hansen,Lost,MG Special,1/19/17,5/5/17,0
Gogozoom,IMTPZV7J,Moses Frase,Won,MG Advanced,1/19/17,5/1/17,3363
,A4JROIDO,Vicki Laflamme,In Progress,MG Special,1/19/17,,
Xx-holding,6NXY7144,Vicki Laflamme,Won,GTX Basic,1/19/17,3/31/17,365
Lexiqvolax,KBKHKULU,Zane Levy,Won,GTX Plus Pro,1/19/17,3/18/17,4869
Ontomedia,INMJIFTF,Corliss Cosme,Won,GTX Basic,1/20/17,6/6/17,599
Konex,FUVQ5UKB,Daniell Hammack,Won,MG Advanced,1/20/17,5/20/17,3194
Condax,O462ARMZ,Garret Kinder,Won,GTX Plus Pro,1/20/17,6/5/17,5429
Hottechi,6DCKCXDC,Jonathan Berthelot,Won,GTXPro,1/20/17,5/5/17,5008
Domzoom,QVF0JRM5,Jonathan Berthelot,Won,MG Advanced,1/20/17,3/28/17,3459
Xx-holding,7QGG2LO3,Kary Hendrixson,Lost,GTXPro,1/20/17,5/25/17,0
Hottechi,Y6HNPIIT,Kary Hendrixson,Won,GTXPro,1/20/17,3/7/17,4559
Labdrill,IBKRO1AN,Kary Hendrixson,Won,GTXPro,1/20/17,3/28/17,4221
Warephase,3TDWLPMV,Lajuana Vencill,Lost,MG Advanced,1/20/17,3/11/17,0
Domzoom,JN1ZFD18,Lajuana Vencill,Won,MG Special,1/20/17,3/6/17,56
Nam-zim,ZE7ILYKB,Markita Hansen,Won,GTXPro,1/20/17,5/3/17,5508
Codehow,SRFVQ0HG,Moses Frase,Lost,GTX Plus Basic,1/20/17,3/24/17,0
Lexiqvolax,D7H1EGS9,Zane Levy,Lost,GTX Basic,1/20/17,3/20/17,0
Cancity,1DDW2GQW,Anna Snelling,Lost,MG Advanced,1/21/17,3/9/17,0
Globex Corporation,PMEENWD5,Corliss Cosme,In Progress,GTXPro,1/21/17,,
Ron-tech,WPGTHV8V,Darcel Schlecht,Won,GTX Basic,1/21/17,3/19/17,657
,Z1WLLL1H,Kami Bicknell,In Progress,GTX Basic,1/21/17,,
J-Texon,6GNJMYMO,Kami Bicknell,Lost,GTXPro,1/21/17,5/5/17,0
Scottech,GWAT8UWK,Lajuana Vencill,Won,GTX Basic,1/21/17,3/25/17,638
,ETZKANFZ,Markita Hansen,In Progress,GTX Basic,1/21/17,,
Betatech,IZD69C5Q,Marty Freudenburg,Won,MG Special,1/21/17,6/6/17,41
Initech,QFU565JJ,Rosie Papadopoulos,Won,GTX Plus Pro,1/21/17,5/7/17,5582
Konmatfix,Z5BCBTAO,Versie Hillebrand,Won,MG Special,1/21/17,5/20/17,60
Y-corporation,2KKRRM1G,Zane Levy,Won,GTX Plus Basic,1/21/17,5/3/17,1036
Funholding,RLUGVSNV,Darcel Schlecht,Won,GTX Plus Basic,1/22/17,5/12/17,943
Kan-code,ZKSJ1DOK,Elease Gluck,Won,GTX Basic,1/22/17,6/7/17,581
Codehow,K8RQWTP4,Jonathan Berthelot,Lost,MG Special,1/22/17,5/15/17,0
Toughzap,RSZC6BMW,Moses Frase,Won,GTX Basic,1/22/17,5/7/17,538
Donquadtech,O7YNBRX0,Reed Clapper,Won,GTX Plus Basic,1/22/17,3/28/17,1100
,PK1PS0KR,Rosie Papadopoulos,In Progress,MG Advanced,1/22/17,,
Inity,AAYV8GV4,Anna Snelling,Lost,MG Advanced,1/23/17,5/5/17,0
Finhigh,EDEBWIOX,Cecily Lampkin,Lost,MG Advanced,1/23/17,5/28/17,0
Hottechi,VAH6Y3F6,Jonathan Berthelot,Won,GTX Plus Basic,1/23/17,5/17/17,1039
dambase,4U431MNA,Lajuana Vencill,Lost,MG Special,1/23/17,5/11/17,0
Umbrella Corporation,5HKAT5GS,Reed Clapper,Won,GTX Plus Basic,1/23/17,5/10/17,1076
Konex,F5VDTC4M,Rosalina Dieter,Lost,MG Special,1/23/17,5/6/17,0
Rantouch,UO4KXDBC,Rosalina Dieter,Lost,MG Special,1/23/17,5/23/17,0
Rundofase,TBIW957T,Versie Hillebrand,Won,MG Special,1/23/17,3/16/17,53
Statholdings,MSEIIH95,Versie Hillebrand,Won,MG Advanced,1/23/17,3/23/17,3046
,RPONINLM,Vicki Laflamme,In Progress,GTX Plus Basic,1/23/17,,
Acme Corporation,V4324HG4,Violet Mclelland,Lost,MG Special,1/23/17,5/6/17,0
Scotfind,N852D2Z8,Zane Levy,Lost,GTX Basic,1/23/17,3/30/17,0
Kan-code,CF1CSNPX,Daniell Hammack,Won,GTXPro,1/24/17,3/31/17,5140
Warephase,NOXNFJ2L,Darcel Schlecht,Won,GTX Plus Basic,1/24/17,5/17/17,1067
,F569KUVC,Kami Bicknell,In Progress,GTX Basic,1/24/17,,
Hatfan,PKDJTR06,Kami Bicknell,In Progress,GTX Plus Basic,1/24/17,,
